species,order,family,asr,b.mass,chick.brd,chick.brd.abs,chick.dfc,chick.dur,chick.feed,chick.feed.abs,clutch.num,clutch.size,dev.mod,egg.mass,epb,epy,f.mass,f.tail,f.tarsus,f.wing,femmor.a,fpg,fpg.scr,inc,inc.abs,inc.dur,m.mass,m.tail,m.tarsus,m_displ,m.wing,malmor.a,mating.system,mortality,mpg,mpg.scr,nest.bld,nest.bld.abs,nest.dur,nest.grd,pl.back,pl.belly,pl.extra,pl.head,pl.latitude,pl.mean,pl.median,pl.tail,pl.total,pl.wings,post.dur,postf.feed,postf.feed.abs,postf.grd,postf.grd.abs,testes,unsexed.mass,unsexed.tail,unsexed.tarsus,unsexed.wing
Myrmeciza_longipes,Passeriformes,Thamnophilidae,NA,27.9,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,1,NA,0.6,NA,0,3,1,NA,NA,NA,NA,NA,NA,27.9,NA,NA,NA
Myrmeciza_loricata,Passeriformes,Thamnophilidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,0.8,NA,0,4,1,NA,NA,NA,NA,NA,NA,29.75,NA,NA,NA
Myrmeciza_melanoceps,Passeriformes,Thamnophilidae,NA,38.5,NA,NA,NA,10.5,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,NA,0,NA,0,NA,1,0,1,NA,NA,NA,NA,NA,NA,38.5,NA,NA,NA
Myrmeciza_nigricauda,Passeriformes,Thamnophilidae,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,-1,NA,0.6,NA,1,3,1,NA,NA,NA,NA,NA,NA,24,NA,NA,NA
Myrmeciza_palliata,Passeriformes,Thamnophilidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myrmeciza_pelzelni,Passeriformes,Thamnophilidae,NA,17.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,1,NA,1,NA,0.2,NA,-1,1,1,NA,NA,NA,NA,NA,NA,17.74,NA,NA,NA
Myrmeciza_ruficauda,Passeriformes,Thamnophilidae,NA,NA,NA,NA,NA,13,2,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,0.8,NA,0,4,1,NA,NA,NA,NA,NA,NA,29.75,NA,NA,NA
Myrmeciza_squamosa,Passeriformes,Thamnophilidae,NA,18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,1,NA,1,NA,0.4,NA,0,2,1,NA,NA,NA,NA,NA,NA,18.5,NA,NA,NA
Myrmecocichla_aethiops,Passeriformes,Muscicapidae,NA,56.6,NA,NA,NA,22,NA,NA,NA,NA,NA,5.09,NA,NA,54.7,60.4,35.3,114,NA,0,0,NA,NA,15,58.5,63.6,36.4,NA,117,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,56.56,NA,NA,NA
Myrmecocichla_albifrons,Passeriformes,Muscicapidae,NA,20.6,NA,NA,NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,18.5,NA,23.1,76,NA,NA,NA,NA,NA,NA,20.5,NA,23.5,NA,80.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-2,0,2,0,0,0.166666667,0,3,0,NA,NA,NA,NA,NA,NA,20.6,NA,NA,NA
Myrmecocichla_arnoti,Passeriformes,Muscicapidae,NA,39.6,NA,NA,NA,21.5,2,NA,NA,2.8,NA,3.6,NA,NA,35.2,NA,27.9,97.4,NA,0,0,0,NA,13.5,NA,NA,28.9,NA,102.5,NA,NA,NA,0,0,NA,NA,NA,NA,1,-2,0,2,0,0,0.166666667,0,0,0,120,NA,NA,NA,NA,NA,39.6,NA,NA,NA
Myrmecocichla_cinnamomeiventris,Passeriformes,Muscicapidae,NA,39.8,NA,NA,NA,20,NA,NA,NA,2.8,0,4.59,NA,NA,NA,NA,NA,109,NA,0,0,NA,NA,14.5,NA,NA,NA,NA,115,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,0,1,0,1,1,1,5,2,NA,NA,NA,NA,NA,NA,42.43333333,NA,NA,NA
Myrmecocichla_formicivora,Passeriformes,Muscicapidae,NA,41.6,NA,NA,NA,16.6,2,NA,NA,3.5,0,4.5,NA,NA,38,NA,32.9,96.2,NA,NA,NA,0,NA,14.5,42,NA,33.7,NA,101,NA,NA,NA,NA,NA,2,NA,9,NA,0,0,0,0,0,0,0,0,0,0,7,2,NA,NA,NA,NA,41.8,NA,NA,NA
Myrmecocichla_melaena,Passeriformes,Muscicapidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.5,89.6,NA,NA,NA,NA,NA,NA,NA,NA,28.3,NA,89.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,38.88,NA,NA,NA
Myrmecocichla_nigra,Passeriformes,Muscicapidae,NA,40.3,NA,NA,NA,NA,NA,NA,NA,3.2,NA,3.59,NA,NA,37.7,NA,29.7,93.3,NA,NA,NA,NA,NA,NA,44.7,NA,30.4,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,1,1,1,5,2,NA,NA,NA,NA,NA,NA,40.3,NA,NA,NA
Myrmecocichla_semirufa,Passeriformes,Muscicapidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,30.5,106,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,1,0,1,1,1,6,1,NA,NA,NA,NA,NA,NA,46.7,NA,NA,NA
Myrmecocichla_tholloni,Passeriformes,Muscicapidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,32.7,100,NA,NA,NA,NA,NA,NA,NA,NA,34.4,NA,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,38.88,NA,NA,NA
Myrmia_micrura,Caprimulgiformes,Trochilidae,NA,NA,NA,NA,NA,21.5,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,0,0.5,0,0,7,1,NA,NA,NA,NA,NA,NA,2.21,NA,NA,NA
Myrmoborus_leucophrys,Passeriformes,Thamnophilidae,NA,21.5,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1,NA,1,NA,0.6,NA,1,3,1,NA,NA,NA,NA,NA,NA,21.5,NA,NA,NA
Myrmoborus_lugubris,Passeriformes,Thamnophilidae,NA,21.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,1,5,1,NA,NA,NA,NA,NA,NA,21.47,NA,NA,NA
Myrmoborus_melanurus,Passeriformes,Thamnophilidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,1,NA,1,NA,1,NA,1,5,1,NA,NA,NA,NA,NA,NA,20.25,NA,NA,NA
Myrmoborus_myotherinus,Passeriformes,Thamnophilidae,NA,18.8,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,-1,NA,0.6,NA,1,3,1,NA,NA,NA,NA,NA,NA,18.8,NA,NA,NA
Myrmochanes_hemileucus,Passeriformes,Thamnophilidae,NA,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,1,NA,0.4,NA,0,2,0,NA,NA,NA,NA,NA,NA,12.49,NA,NA,NA
Myrmorchilus_strigilatus,Passeriformes,Thamnophilidae,NA,23,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,1,NA,0.4,NA,0,2,0,NA,NA,NA,NA,NA,NA,23,NA,NA,NA
Myrmornis_torquata,Passeriformes,Thamnophilidae,NA,46.7,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,0.6,NA,0,3,0,NA,NA,NA,NA,NA,NA,46.7,NA,NA,NA
Myrmothera_campanisona,Passeriformes,Formicariidae,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,47,NA,NA,NA
Myrmothera_simplex,Passeriformes,Formicariidae,NA,52.4,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,52.4,NA,NA,NA
Myrmotherula_ambigua,Passeriformes,Thamnophilidae,NA,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,0.8,NA,0,4,1,NA,NA,NA,NA,NA,NA,6.7,NA,NA,NA
Myrmotherula_assimilis,Passeriformes,Thamnophilidae,NA,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,1,5,1,NA,NA,NA,NA,NA,NA,9.3,NA,NA,NA
Myrmotherula_axillaris,Passeriformes,Thamnophilidae,NA,8.1,2,NA,NA,10,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,1,5,1,NA,NA,NA,NA,NA,NA,8.09,NA,NA,NA
Myrmotherula_behni,Passeriformes,Thamnophilidae,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,1,5,1,NA,NA,NA,NA,NA,NA,8,NA,NA,NA
Myrmotherula_brachyura,Passeriformes,Thamnophilidae,NA,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,0.8,NA,0,4,1,NA,NA,NA,NA,NA,NA,6.4,NA,NA,NA
Myrmotherula_cherriei,Passeriformes,Thamnophilidae,NA,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,0.8,NA,1,4,0,NA,NA,NA,NA,NA,NA,8.2,NA,NA,NA
Myrmotherula_fluminensis,Passeriformes,Thamnophilidae,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,9,NA,NA,NA
Myrmotherula_grisea,Passeriformes,Thamnophilidae,NA,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,1,5,1,NA,NA,NA,NA,NA,NA,8.4,NA,NA,NA
Myrmotherula_gularis,Passeriformes,Thamnophilidae,NA,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,1,NA,0.6,NA,0,3,1,NA,NA,NA,NA,NA,NA,11.3,NA,NA,NA
Myrmotherula_guttata,Passeriformes,Thamnophilidae,NA,11,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,1,5,1,NA,NA,NA,NA,NA,NA,11,NA,NA,NA
Myrmotherula_gutturalis,Passeriformes,Thamnophilidae,NA,9.2,2,NA,NA,11,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,1,NA,0.6,NA,0,3,1,NA,NA,NA,NA,NA,NA,9.2,NA,NA,NA
Myrmotherula_hauxwelli,Passeriformes,Thamnophilidae,NA,10.7,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,1,5,1,NA,NA,NA,NA,NA,NA,10.7,NA,NA,NA
Myrmotherula_ignota,Passeriformes,Thamnophilidae,NA,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,0,NA,1,NA,0.6,NA,0,3,1,NA,NA,NA,NA,NA,NA,7.1,NA,NA,NA
Myrmotherula_iheringi,Passeriformes,Thamnophilidae,NA,8,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,1,NA,0.6,NA,0,3,1,NA,NA,NA,NA,NA,NA,8,NA,NA,NA
Myrmotherula_klagesi,Passeriformes,Thamnophilidae,NA,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,0.6,NA,0,3,0,NA,NA,NA,NA,NA,NA,7.8,NA,NA,NA
Myrmotherula_longicauda,Passeriformes,Thamnophilidae,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,1,NA,0.4,NA,0,2,0,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA
Myrmotherula_longipennis,Passeriformes,Thamnophilidae,NA,9.4,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,1,5,1,NA,NA,NA,NA,NA,NA,9.4,NA,NA,NA
Myrmotherula_luctuosa,Passeriformes,Thamnophilidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,1,5,1,NA,NA,NA,NA,NA,NA,8,NA,NA,NA
Myrmotherula_menetriesii,Passeriformes,Thamnophilidae,NA,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,1,5,1,NA,NA,NA,NA,NA,NA,8.6,NA,NA,NA
Myrmotherula_minor,Passeriformes,Thamnophilidae,NA,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,1,5,1,NA,NA,NA,NA,NA,NA,6.4,NA,NA,NA
Myrmotherula_multostriata,Passeriformes,Thamnophilidae,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,-1,NA,0.4,NA,0,2,1,NA,NA,NA,NA,NA,NA,8,NA,NA,NA
Myrmotherula_pacifica,Passeriformes,Thamnophilidae,NA,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,1,NA,-1,NA,-0.2,NA,0,-1,0,NA,NA,NA,NA,NA,NA,10.1,NA,NA,NA
Myrmotherula_schisticolor,Passeriformes,Thamnophilidae,NA,9.6,2,NA,NA,9,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,1,5,1,NA,NA,NA,NA,NA,NA,9.6,NA,NA,NA
Myrmotherula_sclateri,Passeriformes,Thamnophilidae,NA,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,1,NA,0.4,NA,0,2,0,NA,NA,NA,NA,NA,NA,8.4,NA,NA,NA
Myrmotherula_snowi,Passeriformes,Thamnophilidae,NA,9.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,1,5,1,NA,NA,NA,NA,NA,NA,9.67,NA,NA,NA
Myrmotherula_sunensis,Passeriformes,Thamnophilidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,1,5,1,NA,NA,NA,NA,NA,NA,8.88,NA,NA,NA
Myrmotherula_surinamensis,Passeriformes,Thamnophilidae,NA,8.3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,-1,NA,0.4,NA,0,2,1,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA
Myrmotherula_unicolor,Passeriformes,Thamnophilidae,NA,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,1,5,1,NA,NA,NA,NA,NA,NA,11.5,NA,NA,NA
Myrmotherula_urosticta,Passeriformes,Thamnophilidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,1,NA,0.6,NA,0,3,1,NA,NA,NA,NA,NA,NA,8.88,NA,NA,NA
Myrtis_fanny,Caprimulgiformes,Trochilidae,NA,2.3,NA,NA,NA,20.5,NA,NA,NA,2,NA,NA,NA,NA,2.3,NA,NA,NA,NA,NA,NA,0,NA,15.5,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,0,0,0.5,0,0,3,0,NA,NA,NA,NA,NA,NA,2.3,NA,NA,NA
Mystacornis_crossleyi,Passeriformes,Vangidae,NA,24.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,1,-2,0,1,-1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,24.5,NA,NA,NA
Myza_celebensis,Passeriformes,Meliphagidae,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,20,NA,NA,NA
Myza_sarasinorum,Passeriformes,Meliphagidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,22.5,NA,NA,NA
Myzomela_adolphinae,Passeriformes,Meliphagidae,NA,7.4,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,2,0,1.5,0.833333333,1,8,-2,NA,NA,NA,NA,NA,NA,7.4,NA,NA,NA
Myzomela_albigula,Passeriformes,Meliphagidae,NA,14.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,1,0,0.5,0.666666667,0,0,0,NA,NA,NA,NA,NA,NA,14.55,NA,NA,NA
Myzomela_blasii,Passeriformes,Meliphagidae,NA,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,14.9,NA,NA,NA
Myzomela_boiei,Passeriformes,Meliphagidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,2,0,1.5,0.833333333,1,8,-2,NA,NA,NA,NA,NA,NA,10.84,NA,NA,NA
Myzomela_caledonica,Passeriformes,Meliphagidae,NA,7,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,6.2,NA,NA,NA,NA,NA,NA,2,NA,NA,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,2,-1,1.5,0.833333333,1,8,-2,NA,NA,NA,NA,NA,NA,6.95,NA,NA,NA
Myzomela_cardinalis,Passeriformes,Meliphagidae,NA,13.85,2,NA,NA,13,2,NA,NA,3.9,NA,NA,NA,NA,12.3,NA,NA,NA,NA,NA,NA,1,NA,13,15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,2,0,2,0,1.5,0.833333333,1,8,-2,NA,NA,NA,NA,NA,NA,13.76,NA,NA,NA
Myzomela_chermesina,Passeriformes,Meliphagidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,1,0,1,0.833333333,0,7,1,NA,NA,NA,NA,NA,NA,10.84,NA,NA,NA
Myzomela_chloroptera,Passeriformes,Meliphagidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,2,0,1.5,1.333333333,1,8,1,NA,NA,NA,NA,NA,NA,10.84,NA,NA,NA
Myzomela_cineracea,Passeriformes,Meliphagidae,NA,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,13.79,NA,NA,NA
