binomial,Species.ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Authority,Infraspecific.rank,Infraspecific.name,Infraspecific.authority,Stock.subpopulation,Synonyms,Common.names..Eng.,Common.names..Fre.,Common.names..Spa.,Red.List.status,Red.List.criteria,Red.List.criteria.version,Year.assessed,Population.trend,Petitioned,mating_system,sex_dim,ref.matsys,ref.sexdim,male_svl_cm,female_svl_cm,male_body_mass_g,female_body_mass_g,ref.svl.male,ref.svl.female,ref.body_mass.male,ref.body_mass.female,shape_Leng,shape_Area,han_MorR,sex_role.liker,malepolyfreq.liker,malepolyscore.liker,fempolyfreq.liker,fempolyscore.liker,parentalcare_bias.liker,malecareduration.liker,femcareduration.liker,breedingdens.liker,EPP.freq.liker,body.size.pip,latitude.pip,ASR,ref.asr,sex.size.dim,ref.sex.size.dim,body_mass_adult,ref_body_mass,sex.sel.traits,ref.sex.sel.t,comments
Oreolalax omeimontis,57596,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Oreolalax,omeimontis,"(Liu & Hu, 1960)",NA,NA,NA,NA,Scutiger omeimontis,"Omei Lazy Toad, Omei Toothed Toad",NA,NA,EN,B1ab(iii)+2ab(iii),3.1,2004,decreasing,NA,NA,NA,NA,NA,5.37,5.41,NA,NA,han,han,NA,NA,2.058326,0.2704911,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oreolalax pingii,57597,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Oreolalax,pingii,"(Liu, 1943)",NA,NA,NA,NA,NA,NA,NA,NA,EN,B1ab(iii)+2ab(iii),3.1,2004,decreasing,NA,NA,NA,NA,NA,4.52,4.56,NA,NA,han,han,NA,NA,1.876993,0.2069583,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oreolalax popei,57598,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Oreolalax,popei,"(Liu, 1947)",NA,NA,NA,NA,NA,NA,NA,NA,LC,NA,3.1,2004,increasing,NA,NA,NA,NA,NA,6.52,6.19,NA,NA,han,han,NA,NA,15.16718,3.261474,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oreolalax rugosus,57601,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Oreolalax,rugosus,"(Liu, 1943)",NA,NA,NA,NA,NA,"Warty Toothed Toad, Chaochiao Lazy Toad",NA,NA,NT,NA,3.1,2004,decreasing,NA,NA,NA,NA,NA,4.71,4.97,NA,NA,han,han,NA,NA,14.86871,4.13672,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oreolalax schmidti,57602,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Oreolalax,schmidti,"(Liu, 1947)",NA,NA,NA,NA,NA,NA,NA,NA,NT,NA,3.1,2004,decreasing,NA,NA,NA,NA,NA,4.31,5.1,NA,NA,han,han,NA,NA,6.331203,1.925027,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oreolalax xiangchengensis,57604,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Oreolalax,xiangchengensis,"Fei and Huang, 1983",NA,NA,NA,NA,NA,NA,NA,NA,LC,NA,3.1,2004,stable,NA,NA,NA,NA,NA,4.86,5.74,NA,NA,han,han,NA,NA,6.26456,2.542925,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osteocephalus alboguttatus,55375,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Osteocephalus,alboguttatus,"(Boulenger, 1882)",NA,NA,NA,NA,Hyla alboguttata  |Osteocephalus alboguttata  ,NA,NA,NA,LC,NA,3.1,2004,stable,NA,NA,NA,NA,NA,5.9,6.5,NA,NA,han,han,NA,NA,4.372381,0.8195364,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osteocephalus buckleyi,55789,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Osteocephalus,buckleyi,"(Boulenger, 1882)",NA,NA,NA,NA,NA,NA,NA,Rana De Casco De Buckley,LC,NA,3.1,2004,stable,NA,NA,NA,NA,NA,4.33,6.17,NA,NA,han,han,NA,NA,85.48444,365.9086,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osteocephalus leprieurii,55798,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Osteocephalus,leprieurii,"(Duméril and Bibron, 1841)",NA,NA,NA,NA,Osteocephalus ayarzaguenai  ,NA,Ostéocéphale De Leprieur,NA,LC,NA,3.1,2010,stable,NA,NA,NA,NA,NA,4.47,5.71,NA,NA,han,han,NA,NA,73.20227,311.6809,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osteocephalus taurinus,55803,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Osteocephalus,taurinus,"Steindachner, 1862",NA,NA,NA,NA,Hyla depressa  |Hyla (Trachycephalus) vilarsi  |Hyla vilarsi  |Osteocephalus flavolineatus  ,NA,NA,Rana De Casco Comun,LC,NA,3.1,2010,stable,NA,NA,NA,NA,NA,6.99,8.1,NA,NA,han,han,NA,NA,150.4505,499.6399,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osteocephalus verruciger,55804,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Osteocephalus,verruciger,"(Werner, 1901)",NA,NA,NA,NA,Hyla orcesi  |Hyla riopastazae  ,Ecuador Slender-legged Treefrog,NA,NA,LC,NA,3.1,2004,stable,NA,NA,NA,NA,NA,5.3,6.45,NA,NA,han,han,NA,NA,8.515804,1.198552,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osteopilus crucialis,55807,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Osteopilus,crucialis,"(Harlan, 1826)",NA,NA,NA,NA,NA,Jamaican Snoring Frog,NA,NA,EN,B1ab(iii),3.1,2004,decreasing,NA,NA,NA,NA,NA,9.26,10.4,NA,NA,han,han,NA,NA,2.462642,0.2451075,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osteopilus dominicensis,55808,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Osteopilus,dominicensis,"(Tschudi, 1838)",NA,NA,NA,NA,NA,Hispaniolan Common Treefrog,NA,NA,LC,NA,3.1,2014,NA,NA,NA,NA,NA,NA,5.78,7.68,NA,NA,han,han,NA,NA,25.56133,5.797987,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osteopilus marianae,55809,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Osteopilus,marianae,"(Dunn, 1926)",NA,NA,NA,NA,NA,Yellow Bromeliad Frog,NA,NA,EN,B1ab(iii),3.1,2004,decreasing,NA,NA,NA,NA,NA,2.8,3.87,NA,NA,han,han,NA,NA,1.768085,0.1591689,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osteopilus ocellatus,55806,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Osteopilus,ocellatus,"(Linnaeus, 1758)",NA,NA,NA,NA,Hyla brunnea  |Osteopilus brunneus  |Rana ocellata  |Trachycephalus scutigerus  ,Jamaican Laughing Frog,NA,NA,LC,NA,3.1,2014,stable,NA,NA,NA,NA,NA,4.55,6.05,NA,NA,nali,nali,NA,NA,5.660377,0.7347146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osteopilus pulchrilineatus,55810,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Osteopilus,pulchrilineatus,"(Cope, 1870)",NA,NA,NA,NA,Hyla pulchrilineata,"Hispaniolan Yellow Treefrog, Common Treefrog",NA,NA,VU,"B2ab(i,ii,iii)",3.1,2013,unknown,NA,NA,NA,NA,NA,3.16,4.01,NA,NA,han,han,NA,NA,14.24346,1.845166,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osteopilus septentrionalis,55811,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Osteopilus,septentrionalis,"(Duméril & Bibron, 1841)",NA,NA,NA,NA,Hyla  dominicensis  subspecies insulsa|Hyla  dominicensis  subspecies septentrionalis|Hyla  insulsa|Hyla  microterodisca |Hyla  schebestana|Hyla  septentrionalis |Trachycephalus  insulsus |Trachycephalus  marmoratus|Trachycephalus  septentrionalis|Trachycephalus  wrightii ,"Cuban Treefrog, Giant Tree-frog",NA,NA,LC,NA,3.1,2010,increasing,NA,Polygynandrous (promiscuous),Female larger,adw,adw,5.39,7.12,NA,NA,han,han,NA,NA,79.39577,10.32629,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No data available (CCI 31/10/2018)
Osteopilus vastus,54346,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Osteopilus,vastus,"(Cope, 1871)",NA,NA,NA,NA,Hyla vasta,"Hispaniolan Giant Treefrog, Hispaniola Treefrog",NA,NA,VU,"B2ab(i,ii,iii)",3.1,2013,unknown,NA,NA,NA,NA,NA,9.67,13.69,NA,NA,han,han,NA,NA,6.710317,0.09998752,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osteopilus wilderi,55812,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Osteopilus,wilderi,"(Dunn, 1925)",NA,NA,NA,NA,NA,Green Bromeliad Frog,NA,NA,EN,B1ab(iii),3.1,2004,decreasing,NA,NA,NA,NA,NA,2.58,2.73,NA,NA,han,han,NA,NA,4.184491,0.3823231,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paracrinia haswelli,41185,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MYOBATRACHIDAE,Paracrinia,haswelli,"(Fletcher, 1894)",NA,NA,NA,NA,NA,Haswell's Froglet,NA,NA,LC,NA,3.1,2004,stable,NA,NA,NA,NA,NA,2.6,3.2,NA,NA,han,han,NA,NA,53.97899,9.526302,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pelobates fuscus,16498,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PELOBATIDAE,Pelobates,fuscus,"(Laurenti, 1768)",NA,NA,NA,NA,NA,Common Spadefoot,NA,NA,LC,NA,3.1,2009,decreasing,NA,Monoandry,NA,liao,NA,4.11,4.26,NA,NA,han,han,NA,NA,319.5311,588.5482,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64,"(Hels, 2002; Eggert & Guyétant, 1999)",NA,NA,NA,NA,NA,NA,"ASR based on data from two studies of marked frogs: 87 males and 29 females (Eggert & Guyétant, 1999); and from 4 years of pond surveys: 711 males and 429 females (Hels, 2002) (CCI 31/10/2018)"
Pelodytes caucasicus,39422,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PELODYTIDAE,Pelodytes,caucasicus,"Boulenger, 1896",NA,NA,NA,NA,NA,Caucasian Parsley Frog,NA,NA,NT,NA,3.1,2009,decreasing,NA,NA,NA,NA,NA,4.716,4.579,NA,NA,nali,nali,NA,NA,21.7553,2.506053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pelophylax fukienensis,58600,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Pelophylax,fukienensis,"(Pope, 1929)",NA,NA,NA,NA,Rana fukienensis  |Rana plancyi subspecies fukienensis,NA,NA,NA,LC,NA,3.1,2004,decreasing,NA,NA,NA,NA,NA,4.02,5.55,NA,NA,han,han,NA,NA,68.13055,38.90833,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pelophylax nigromaculatus,58679,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Pelophylax,nigromaculatus,"(Hallowell, 1861)",NA,NA,NA,NA,Pelophylax nigromaculata  |Rana esculenta subspecies nigromaculata|Rana nigromaculata  ,"Black-spotted Pond Frog, Dark-spotted Frog",NA,NA,NT,NA,3.1,2004,decreasing,NA,NA,NA,NA,NA,6.44,7.04,NA,NA,han,han,NA,NA,402.5936,438.9798,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.684,pipoly,NA,NA,NA,NA,NA,NA,NA
Pelophylax plancyi,58697,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Pelophylax,plancyi,"(Lataste, 1880)",NA,NA,NA,NA,Rana plancyi  ,NA,NA,NA,LC,NA,3.1,2004,decreasing,NA,NA,NA,NA,NA,3.92,5.64,NA,NA,han,han,NA,NA,82.52056,72.61299,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peltophryne fustiger,54644,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Peltophryne,fustiger,"(Schwartz, 1960)",NA,NA,NA,NA,Bufo fustiger  ,Western Giant Toad,NA,NA,LC,NA,3.1,2014,stable,NA,NA,NA,NA,NA,13.1,15.47,NA,NA,han,han,NA,NA,12.96933,1.870307,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peltophryne peltocephala,54728,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Peltophryne,peltocephala,"(Tschudi, 1838)",NA,NA,NA,NA,Bufo peltocephalus  |Peltophryne peltocephalus  ,"Tschudi's Caribbean Toad, Cuban Toad",NA,NA,LC,NA,3.1,2010,stable,NA,NA,NA,NA,NA,12.09,13.41,NA,NA,han,han,NA,NA,35.07777,7.299701,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phasmahyla cochranae,55814,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PHYLLOMEDUSIDAE,Phasmahyla,cochranae,"(Bokermann, 1966)",NA,NA,NA,NA,NA,NA,NA,NA,LC,NA,3.1,2004,decreasing,NA,NA,NA,NA,NA,3.35,4.515,NA,NA,nali,nali,NA,NA,10.29487,5.597484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philautus aurifasciatus,58820,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Philautus,aurifasciatus,"(Schlegel, 1837)",NA,NA,NA,NA,NA,Java Bubble-nest Frog,NA,NA,LC,NA,3.1,2004,decreasing,NA,NA,NA,NA,NA,2.38,3.16,NA,NA,han,han,NA,NA,59.07271,13.40139,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phrynobatrachus natalensis,58128,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PHRYNOBATRACHIDAE,Phrynobatrachus,natalensis,"(Smith, 1849)",NA,NA,NA,NA,Phrynobatrachus bottegi  |Phrynobatrachus sciangallarum  |Phrynobatrachus zavattarii  ,Natal Dwarf Puddle Frog,NA,NA,LC,NA,3.1,2013,stable,NA,NA,NA,NA,NA,2.75,2.85,NA,NA,han,han,NA,NA,313.4135,877.5965,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phrynoidis asper,54579,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Phrynoidis,asper,"(Gravenhorst, 1829)",NA,NA,NA,NA,Bufo asper|Nectes obscurus|Phrynoidis  aspera,"Java Toad, Asian Giant Toad, River Toad, Rough Toad",NA,NA,LC,NA,3.1,2014,unknown,NA,NA,NA,NA,NA,8.3,10.27,NA,NA,han,han,NA,NA,399.2312,81.03621,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phyllobates aurotaenia,55261,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Phyllobates,aurotaenia,"(Boulenger, 1913)",NA,NA,NA,NA,Dendrobates aurotaenia,Kokoe Poison Frog,NA,NA,LC,NA,3.1,2017,stable,NA,NA,NA,NA,NA,2.69,3.04,NA,NA,han,han,NA,NA,12.047,1.747259,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phyllobates bicolor,55262,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Phyllobates,bicolor,"Duméril & Bibron, 1841",NA,NA,NA,NA,Phyllobates chocoensis  |Phyllobates melanorrhinus  ,"Black-legged Poison Dart Frog, Two-toned Arrow-poison Frog , Two-toned Poison Frog",NA,Rana Kokoi Amarilla,EN,B1ab(iii),3.1,2017,decreasing,NA,NA,NA,NA,NA,3.62,3.92,NA,NA,han,han,NA,NA,0.2101468,0.003501594,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phyllobates lugubris,55263,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Phyllobates,lugubris,"(Schmidt, 1857)",NA,NA,NA,NA,Dendrobates lugubris|Hylaplesia lugubris|Phyllobates beatriciae,"Lovely Poison Frog, Lovely Poison-arrow Frog",NA,NA,LC,NA,3.1,2015,unknown,NA,NA,NA,NA,NA,1.92,2.22,NA,NA,han,han,NA,NA,15.04708,1.572559,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phyllobates terribilis,55264,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Phyllobates,terribilis,"Myers, Daly and Malkin, 1978",NA,NA,NA,NA,NA,Golden Poison Frog,NA,NA,EN,B1ab(iii),3.1,2017,decreasing,NA,Polygynandrous (promiscuous),Female larger,adw,adw,4.11,4.32,NA,NA,han,han,NA,NA,2.237875,0.1048071,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No data available (CCI 01/11/2018)
Phyllobates vittatus,55265,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Phyllobates,vittatus,"(Cope, 1893)",NA,NA,NA,NA,Dendrobates tinctorius  subspecies vittatus ,"Golfodulcean Poison Frog, Golfodulcean Poison-arrow Frog",NA,NA,EN,B1ab(iii),3.1,2013,stable,NA,NA,NA,NA,NA,2.44,2.77,NA,NA,han,han,NA,NA,5.861992,0.3360143,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phyllomedusa bicolor,55841,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PHYLLOMEDUSIDAE,Phyllomedusa,bicolor,"(Boddaert, 1772)",NA,NA,NA,NA,NA,Giant Monkey Frog,NA,Rana Lemur Gigante,LC,NA,3.1,2010,stable,NA,NA,NA,NA,NA,9.7,11.5,NA,NA,han,han,NA,NA,145.5625,427.0114,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
